NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
111,숏버스 감성행,"강인석,안다훈,박경진",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-08-,개봉영화,옴니버스,한국,14,,464,,297,멜로/로맨스,12세이상관람가,독립/예술영화
112,더 레치드: 악령의 저주,,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2021-07-,개봉영화,장편,미국,19,,433,,108,판타지,15세이상관람가,일반영화
113,파이프라인,유하,(주)곰픽쳐스,,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",2021-05-,개봉영화,장편,한국,777,,424,,9,범죄,15세이상관람가,일반영화
114,뜨거운 밤이 열리면2,김민수,R&R 프로덕션,,R&R 프로덕션,2021-07-,개봉영화,장편,한국,20,,400,,200,성인물(에로),청소년관람불가,일반영화
115,플래시백,,,판씨네마(주),판씨네마(주),2021-06-,개봉영화,장편,캐나다,145,,386,,194,드라마,15세이상관람가,독립/예술영화
116,캐논볼,정승민,디포커스필름,,(주)이놀미디어,2021-08-,개봉영화,장편,한국,12,,349,,282,드라마,12세이상관람가,독립/예술영화
117,뮤턴트 워,제임스 마크,,주식회사 풍경소리,주식회사 풍경소리,2021-07-,개봉영화,장편,캐나다,5,,340,,140,SF,15세이상관람가,독립/예술영화
118,아메리칸 히트맨,커크 코우테,,(주)씨네마블랙,(주)씨네마블랙,2021-07-,개봉영화,장편,캐나다,5,,340,,140,액션,청소년관람불가,독립/예술영화
119,트리거 포인트,브래드 터너,,(주)타임앤드스페이스,(주)타임앤드스페이스,2021-07-,개봉영화,장편,캐나다,5,,340,,140,액션,15세이상관람가,독립/예술영화
120,뱅퀴시,조지 갈로,,,(주)까멜리아이엔티,2021-06-,개봉영화,장편,미국,48,,330,,330,액션,15세이상관람가,일반영화
121,인트로덕션,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-05-,개봉영화,장편,한국,91,,325,,312,기타,12세이상관람가,독립/예술영화
122,부활: 그 증거,김상철,파이오니아21,,(주)영화사 진진,2020-10-,개봉영화,장편,한국,111,,315,,211,다큐멘터리,전체관람가,독립/예술영화
123,까치발,권우정,다큐이야기,,(주)시네마달,2021-06-,개봉영화,장편,한국,27,,314,,18,다큐멘터리,12세이상관람가,독립/예술영화
124,배달의 목적,이우민,(주)로드하우스,,노바엔터테인먼트,2021-07-,개봉영화,장편,한국,20,,308,,142,멜로/로맨스,청소년관람불가,일반영화
125,사보타지 1941,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2021-08-,개봉영화,장편,러시아,5,,300,,220,드라마,15세이상관람가,독립/예술영화
126,카발레리아 루스티카나,,,일미디어,일미디어,2021-07-,개봉영화,장편,이탈리아,9,,274,,126,공연,12세이상관람가,일반영화
127,올리버 색스: 그의 생애,릭 번스,,,하준사,2021-08-,개봉영화,장편,미국,9,,273,,195,다큐멘터리,12세이상관람가,독립/예술영화
128,페이블,에구치 칸,,(주)미디어캐슬,"(주)콘텐츠판다,쇼치쿠",2021-07-,개봉영화,장편,일본,5,,269,,245,코미디,15세이상관람가,독립/예술영화
129,어린자매의 유혹,이우민,(주)로드하우스,,노바엔터테인먼트,2021-08-,개봉영화,장편,한국,20,,268,,81,멜로/로맨스,청소년관람불가,일반영화
130,포이즌 로즈,"조지 갈로,프란체스코 친퀘마니",,주식회사 더쿱,예지림엔터테인먼트,2021-07-,개봉영화,장편,미국,14,,247,,141,스릴러,15세이상관람가,독립/예술영화
131,저승보다 낯선,여균동,우사유필름,,(주)스튜디오 보난자,2021-06-,개봉영화,장편,한국,9,,233,,177,드라마,15세이상관람가,독립/예술영화
132,가족은 괴로워3: 아내여 장미처럼,야마다 요지,,(주)미디어캐슬,(주)미디어캐슬,2021-08-,개봉영화,장편,일본,4,,207,,27,드라마,전체관람가,독립/예술영화
133,프로페서 앤 매드맨,P.B. 셰므란,,그린나래미디어(주),그린나래미디어(주),2021-06-,개봉영화,장편,미국,320,,192,,132,드라마,15세이상관람가,독립/예술영화
134,신해석 삼국지,후쿠다 유이치,,(주)미디어캐슬,"(주)리틀빅픽쳐스,(주)레드로버",2021-06-,개봉영화,장편,일본,17,,178,,170,코미디,12세이상관람가,독립/예술영화
135,숲의 비명 : 사라진 사람들,전혜림,"(주)트리필름,(주)포레스트필름",,(주)트리필름,2021-08-,개봉영화,장편,한국,6,,171,,106,공포(호러),15세이상관람가,독립/예술영화
136,"그 여름, 가장 차가웠던",주순,,(주)싸이더스,"(주)싸이더스,찬란",2021-06-,개봉영화,장편,중국,102,,164,,103,드라마,15세이상관람가,독립/예술영화
137,슈퍼딥,,,,주식회사 루믹스미디어,2021-08-,개봉영화,장편,러시아,5,,152,0,0,공포(호러),15세이상관람가,독립/예술영화
138,강호아녀,지아 장 커,,(주)에스와이코마드,(주)에스와이코마드,2021-06-,개봉영화,장편,프랑스,45,,144,,110,드라마,15세이상관람가,독립/예술영화
139,캐시트럭,가이 리치,,(유)조이앤시네마,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2021-06-,개봉영화,장편,미국,938,,142,,120,액션,청소년관람불가,일반영화
140,배틀 크랙,존 슈이츠,,(주)이놀미디어,(주)이놀미디어,2021-07-,개봉영화,장편,미국,5,,140,,40,SF,15세이상관람가,일반영화
141,에이리,오오토모 케이시,,(주)미디어캐슬,(주)미디어캐슬,2021-07-,개봉영화,장편,일본,4,,130,,107,미스터리,15세이상관람가,독립/예술영화
142,켈리 갱,저스틴 커젤,,오드,오드,2021-08-,개봉영화,장편,호주,9,,127,,98,범죄,15세이상관람가,독립/예술영화
143,허리 고 라운드,,,,(주)미디어캐슬,2021-07-,개봉영화,장편,일본,4,,122,,115,다큐멘터리,15세이상관람가,독립/예술영화
144,사제로부터 온 편지,최종태,(주)영화사소요,,(주)드림팩트엔터테인먼트,2021-08-,개봉영화,장편,한국,4,,118,,19,다큐멘터리,전체관람가,독립/예술영화
145,내겐 너무 소중한 너,"이창원,권성모",(주)파인스토리,,(주)파인스토리,2021-05-,개봉영화,장편,한국,449,,116,0,0,드라마,12세이상관람가,독립/예술영화
146,더 데빌,이지나,씨제이 씨지브이(CJ CGV)(주),,CGV ICECON,2021-06-,개봉영화,장편,한국,19,,104,,104,뮤지컬,15세이상관람가,일반영화
147,고추와 바나나,핑크라이더,비스킷미디어,,(주)메이크아트,2021-08-,개봉영화,장편,한국,5,,100,,20,드라마,청소년관람불가,일반영화
148,대테러부대: 팀 울프,알페르 카글라,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2021-08-,개봉영화,장편,기타,5,,100,,20,전쟁,15세이상관람가,독립/예술영화
149,동거인의 아내,리차드 킴,(주)룬컴퍼니,,(주)룬컴퍼니,2021-08-,개봉영화,장편,한국,5,,100,,20,성인물(에로),청소년관람불가,일반영화
150,복호무송,,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2021-07-,개봉영화,장편,중국,5,,100,,20,액션,12세이상관람가,독립/예술영화
151,블룸 업: 스와핑,마우로 루소 루즈,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2021-08-,개봉영화,장편,미국,5,,100,,20,다큐멘터리,청소년관람불가,독립/예술영화
152,아웃브레이크,,,(주)액티버스엔터테인먼트,비케이 시네윈,2021-07-,개봉영화,장편,캐나다,5,,100,,20,스릴러,15세이상관람가,독립/예술영화
153,일루셔니스트,,,(주)액티버스엔터테인먼트,비케이 시네윈,2021-08-,개봉영화,장편,중국,5,,100,,20,액션,12세이상관람가,독립/예술영화
154,일탈아내,리차드 킴,(주)룬컴퍼니,,(주)룬컴퍼니,2021-07-,개봉영화,장편,한국,5,,100,,20,성인물(에로),청소년관람불가,일반영화
155,보통날,"김예나,박규은,이미소",주식회사 씨엠닉스,,주식회사 씨엠닉스,2021-07-,개봉영화,장편,한국,1,,98,,98,드라마,15세이상관람가,독립/예술영화
156,굴뚝마을의 푸펠,,,(주)미디어캐슬,"(주)리틀빅픽쳐스,(주)레드로버",2021-05-,개봉영화,장편,일본,250,,85,,32,애니메이션,전체관람가,일반영화
157,너는 저편에,세나 요시노부,,,"(주)영진크리에이티브,(주)다날엔터테인먼트",2021-07-,개봉영화,장편,일본,5,,80,,70,애니메이션,전체관람가,독립/예술영화
158,애플,크리스토스 니코우,,주식회사 모쿠슈라픽쳐스,(주)다자인소프트,2021-05-,개봉영화,장편,기타,85,,68,,51,드라마,12세이상관람가,독립/예술영화
159,교회누나랑 첫 여자,김성현,(주)담화,,(주)담화,2021-08-,개봉영화,장편,한국,1,,60,,60,성인물(에로),청소년관람불가,일반영화
160,꽃장사 무삭제,윤경식,(주)가온콘텐츠,,(주)가온콘텐츠,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
161,날 젖혀버린 새아들,,,,(주)픽쳐레스크,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
162,넣어준 관리인,나기라 겐조,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
163,논두렁 엘프,캡틴김,(주)담화,,(주)담화,2021-07-,개봉영화,장편,한국,1,,60,,60,성인물(에로),청소년관람불가,일반영화
164,돌려쓰기,이지훈,(주)담화,,(주)담화,2021-08-,개봉영화,장편,한국,1,,60,,60,성인물(에로),청소년관람불가,일반영화
165,때려야 싼다 무삭제,윤경식,(주)가온콘텐츠,,(주)가온콘텐츠,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
166,만족한 유부녀,아나콘다 아나키,,,(주)픽쳐레스크,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
167,맛좋은 소꿉친구,에로핑,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
168,몬스터 : 어둠 속의 살인,,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,미국,1,,60,,60,공포(호러),청소년관람불가,일반영화
169,발정난 아내의 불륜,,,,(주)픽쳐레스크,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
170,발정난 전업주부,,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
171,불쾌한 섹스,류타,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
172,상애상친 : 여자 이야기,장애가,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,중국,1,,60,,60,드라마,12세이상관람가,일반영화
173,성스러운 아내,나기라 겐조,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
174,성욕터진 유부녀,아나콘다 아나키,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
175,수상한 가정부 무삭제,윤경식,(주)가온콘텐츠,,(주)가온콘텐츠,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
176,스토퀸,에로핑,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
177,시트적신 여기사,나기라 겐조,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
178,싸버린 관리인,아나콘다 아나키,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
179,아이돌 승하의 19금 AV를 찍자,김호,(주)디어프로덕션,,(주)디어프로덕션,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
180,애욕의 사정공간,나기라 겐조,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
181,여동생 미식회 무삭제판,아나콘다 아나키,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
182,열려버린 조리개,류타,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
183,오피스 섹스 2021,김호,(주)디어프로덕션,,(주)디어프로덕션,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
184,욕망의 스토킹,나기라 겐조,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
185,욕정 다이어리 : 에로부부,,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
186,용의자 섹스의 헌신,아나콘다 아나키,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
187,용의자 섹스의 헌신 무삭제판,아나콘다 아나키,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
188,위험한 삼촌들2 무삭제판,양호열,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
189,유부녀의 사육,나기라 겐조,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
190,은밀한 묘약 : 그녀의 치료법,,,,(주)픽쳐레스크,2021-08-,개봉영화,장편,미국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
191,음란 며느리의 젖몸살 무삭제판,아나콘다 아나키,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
192,음욕 사촌동생,테이 쟈가,,,(주)라온컴퍼니플러스,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
193,자매덮밥: 처제사냥,남정호,(주)담화,,(주)담화,2021-08-,개봉영화,장편,한국,1,,60,,60,성인물(에로),청소년관람불가,일반영화
194,절정 맛 본 와이프,,,,(주)픽쳐레스크,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
195,카섹-직장인 버전,미시마 로쿠사부로,,,(주)픽쳐레스크,2021-08-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
196,쾌락 : 나를 적신 그놈,나기라 겐조,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
197,크게 만족한 아내,나기라 겐조,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,일본,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
198,크리스마스 괴담 : 4가지 이야기,제레미 버그,,,(주)라온컴퍼니플러스,2021-07-,개봉영화,장편,미국,1,,60,,60,공포(호러),청소년관람불가,일반영화
199,판타지 왁싱샵,Mr.나,(주)픽쳐레스크,,(주)픽쳐레스크,2021-08-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
200,한지붕 세가족2 무삭제판,양호열,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
201,한지붕 세가족3 무삭제판,양호열,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2021-07-,개봉영화,장편,한국,1,,60,,60,멜로/로맨스,청소년관람불가,일반영화
202,소울,피트 닥터,"월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오",월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-01-,개봉영화,장편,미국,,,58,0,0,애니메이션,전체관람가,일반영화
203,영면,"이승호,서오름,방성훈,이세영",주식회사 씨엠닉스,,주식회사 씨엠닉스,2021-07-,개봉영화,장편,한국,1,,57,,57,드라마,12세이상관람가,독립/예술영화
204,데이팅 앰버,데이빗 프레인,,주식회사 왓챠,주식회사 왓챠,2021-06-,개봉영화,장편,기타,33,,55,,55,코미디,15세이상관람가,독립/예술영화
205,아이들은 즐겁다,이지원,(주)영화사울림,,"메가박스중앙(주)플러스엠,(주)영화사울림",2021-05-,개봉영화,장편,한국,445,,50,,13,드라마,전체관람가,독립/예술영화
206,혼자 사는 사람들,홍성은,한국영화아카데미,,주식회사 더쿱,2021-05-,개봉영화,장편,한국,159,,49,,16,드라마,12세이상관람가,독립/예술영화
207,마네킹,김문옥,스마일픽쳐스,,스마일픽쳐스,2021-07-,개봉영화,장편,한국,1,,46,,46,공포(호러),15세이상관람가,독립/예술영화
208,치와와,,,(주)미디어캐슬,(주)미디어캐슬,2021-07-,개봉영화,장편,일본,2,,45,,42,범죄,청소년관람불가,독립/예술영화
209,음악,,,,(주)미디어캐슬,2021-07-,개봉영화,장편,일본,4,,40,,39,애니메이션,12세이상관람가,독립/예술영화
210,도라에몽: 스탠바이미 2,야기 류이치,,대원미디어(주),(주)스마일이엔티,2021-05-,개봉영화,장편,일본,631,,36,0,0,애니메이션,전체관람가,일반영화
211,더 배니싱,크리스토퍼 스미스,,주식회사 디에스이이디,주식회사 디에스이이디,2021-06-,개봉영화,장편,영국,5,,32,,21,공포(호러),15세이상관람가,독립/예술영화
212,폭력의 그림자,,,(주)디오시네마,(주)디오시네마,2021-06-,개봉영화,장편,영국,33,,27,,8,범죄,청소년관람불가,독립/예술영화
213,쿠사마 야요이: 무한의 세계,,,오드,오드,2021-05-,개봉영화,장편,미국,38,,25,,25,다큐멘터리,전체관람가,독립/예술영화
214,파리의 별빛 아래,클로스 드렉셀,,판씨네마(주),판씨네마(주),2021-05-,개봉영화,장편,프랑스,34,,23,,23,드라마,전체관람가,독립/예술영화
215,더 드라이버,위치 카오새야난다,,,(주)엘케이픽쳐스,2021-08-,개봉영화,장편,미국,1,,20,0,0,공포(호러),15세이상관람가,일반영화
216,드래곤 솔져,행크 브랙스톤,,,주식회사 풍경소리,2021-08-,개봉영화,장편,미국,1,,20,0,0,판타지,15세이상관람가,일반영화
217,리벤지 오브 인사이트,"리비 쳉,켄 쳉",,(주)싸이더스,(주)싸이더스,2021-08-,개봉영화,장편,미국,1,,20,0,0,액션,15세이상관람가,일반영화
218,별장하녀들 무삭제,패콘,주식회사 패콘,,(주)룬컴퍼니,2021-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
219,불륜 유부녀와 음란한 노처녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2021-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
220,비커밍 아스트리드,퍼닐 피셔 크리스텐센,,알토미디어(주),알토미디어(주),2021-05-,개봉영화,장편,기타,70,,20,,20,드라마,15세이상관람가,독립/예술영화
221,어댑테이션,김정민,주식회사 플릭스코,,주식회사 플릭스코,2021-08-,개봉영화,장편,한국,1,,20,0,0,기타,15세이상관람가,독립/예술영화
222,유부녀와 여대생의 섹스 촬영,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2021-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
223,일곱 여자의 섹스 동영상,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2021-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
224,첫사랑 무삭제,이시영,(주)룬컴퍼니,,(주)룬컴퍼니,2021-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
225,킬러 대물 VS 건달 대물,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2021-08-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
